2021-02-05,26.15,25.130000142857142,25.168823705882353
2021-02-04,25.950001,24.94428585714286,25.154706058823532
2021-02-03,25.23,24.754285857142857,25.14470605882353
2021-02-02,24.889999,24.72428585714286,25.16235317647059
2021-02-01,24.48,24.778571714285714,25.212941470588234
2021-01-29,24.34,24.904286142857142,25.24117670588235
2021-01-28,24.870001,25.027143428571428,25.24823547058823
2021-01-27,24.85,25.06571457142857,25.203529588235288
2021-01-26,24.620001,25.11142885714285,25.18823547058823
2021-01-25,25.02,25.254286000000004,25.170588352941174
2021-01-22,25.27,25.35285728571429,25.113529470588237
2021-01-21,25.360001,25.44428585714286,25.05470594117647
2021-01-20,25.200001,25.504285857142857,24.99
2021-01-19,25.139999,25.551428714285713,24.93176458823529
2021-01-15,25.17,25.638571714285714,24.874117588235293
2021-01-14,25.620001,25.608571571428573,24.805294058823534
2021-01-13,25.709999,25.442857000000004,24.737058647058824
2021-01-12,25.91,25.21428585714286,24.649411588235292
2021-01-11,25.780001,25.02571442857143,24.53588217647059
2021-01-08,25.530001,24.81714285714285,24.41411735294118
2021-01-07,25.75,24.605714000000003,24.277646647058827
2021-01-06,24.959999,24.394285428571433,24.12235258823529
2021-01-05,24.459999,24.294285571428567,24.017058529411766
2021-01-04,24.110001,24.258571285714286,23.94235276470588
2020-12-31,24.59,24.265714,23.907646823529408
2020-12-30,24.32,24.181428285714286,23.84270564705882
2020-12-29,24.049999,24.201428142857143,23.799481058823527
2020-12-28,24.27,24.225713857142857,23.740634294117644
2020-12-24,24.26,24.184285285714285,23.644342823529406
2020-12-23,24.209999,24.105713714285717,23.522969294117644
2020-12-22,24.16,23.962856571428574,23.37828335294117
2020-12-21,24.0,23.812856714285715,23.25637470588235
2020-12-18,24.459999,23.69428528571429,23.142711
2020-12-17,24.219999,23.512856999999997,22.97281764705882
2020-12-16,23.98,23.412857142857145,22.784370705882353
2020-12-15,23.709999,23.342285714285712,22.566868529411767
2020-12-14,23.209999,23.324454714285714,22.368165764705882
2020-12-11,23.110001,23.30154114285714,22.19595776470588
2020-12-10,23.17,23.233404571428572,22.032548999999996
2020-12-09,23.190001,23.09435457142857,21.85394252941176
2020-12-08,23.52,22.88868842857143,21.633903941176467
2020-12-07,23.486,22.68405314285714,21.354781352941174
2020-12-04,23.585182,22.481441285714283,21.10274564705882
2020-12-03,23.049604,22.193817,20.87462988235294
2020-12-02,22.633045,21.90335942857143,20.669850882352947
2020-12-01,22.19665,21.567562000000002,20.461571352941178
2020-11-30,21.750338,21.30119085714286,20.27196111764706
2020-11-27,22.087553,21.09149442857143,20.059014235294118
2020-11-25,22.067717,20.84070857142857,19.84606729411765
2020-11-24,21.571812,20.564418999999997,19.62203535294118
2020-11-23,21.016401,20.261209428571426,19.400920529411763
2020-11-20,20.282463,19.940997285714282,19.20197552941177
2020-11-19,20.332052,19.786558714285718,19.021116470588236
2020-11-18,20.282463,19.697296142857144,18.874095588235296
2020-11-17,20.332052,19.595281571428576,18.745744058823533
2020-11-16,20.13369,19.418173142857142,18.665232764705884
2020-11-13,19.449345,19.252399714285712,18.60980835294118
2020-11-12,18.774916,19.063956285714287,18.587055000000003
2020-11-11,19.201393,19.020033285714284,18.612725294117652
2020-11-10,19.707214,18.88543057142857,18.61272529411765
2020-11-09,19.568361,18.614808571428572,18.59697305882353
2020-11-06,19.092293,18.338519285714284,18.587054999999996
2020-11-05,18.973276,18.069314428571428,18.601640470588237
2020-11-04,18.130241,17.90637457142857,18.633728352941176
2020-11-03,18.467455,17.902124,18.724157823529413
2020-11-02,18.259174,17.972967571428573,18.767914058823532
2020-10-30,17.81286,18.106153428571428,18.825672294117652
2020-10-29,17.634336,18.284678857142858,18.899766176470592
2020-10-28,17.207859,18.509961,18.968609235294114
2020-10-27,17.832697,18.794751571428574,19.08295882352941
2020-10-26,18.100487,19.024284285714288,19.147718117647056
2020-10-23,18.96336,19.209893857142855,19.191474235294116
2020-10-22,19.191475,19.26373471428571,19.18388970588235
2020-10-21,19.062538,19.31049114285714,19.15880276470588
2020-10-20,19.211311,19.396920285714288,19.13779994117647
2020-10-19,19.201393,19.396920285714288,19.075374352941175
2020-10-16,19.439426,19.40258757142857,19.00478094117647
2020-10-15,19.399754,19.35016328571428,18.93010364705882
2020-10-14,19.340246,19.265151,18.86476111764706
2020-10-13,19.51877,19.23823042857143,18.797084823529413
2020-10-12,19.667542,19.154635428571428,18.754495529411766
2020-10-09,19.211311,19.03703528571429,18.714239764705887
2020-10-08,19.241064,18.983194142857144,18.716573352941182
2020-10-07,19.072456,18.915184571428572,18.70840552941177
2020-10-06,18.804668,18.862760857142856,18.71423976470588
2020-10-05,19.151802,18.76924771428571,18.733492705882355
2020-10-02,18.933605,18.604891,18.71599017647059
2020-10-01,18.844341,18.495792,18.751578647058825
2020-09-30,18.834423,18.416447714285713,18.777832411764706
2020-09-29,18.764997,18.32435142857143,18.781566235294118
2020-09-28,18.70549,18.32860214285714,18.79343052941177
2020-09-25,18.150076,18.368274142857143,18.840011352941175
2020-09-24,18.001305,18.52554642857143,18.885735235294124
2020-09-23,18.169912,18.682818714285713,18.956974470588236
2020-09-22,18.288931,18.825922428571428,19.035638058823533
2020-09-21,18.189749,18.94635628571428,19.040821764705882
2020-09-18,18.794752,19.041286285714285,19.03045082352941
2020-09-17,18.983194,19.147551571428572,18.990850235294115
2020-09-16,19.250982,19.191474571428575,18.952304529411762
2020-09-15,19.102211,19.141034,18.873727294117646
2020-09-14,19.171638,19.12167385714286,18.79927676470588
